,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
97,8.523406410217286,0.08123460704677568,2.2258537292480467,0.028457698338336352,0.01,0.0001,poly,"{'C': 0.01, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
33,7.587464094161987,0.0650745816964148,1.9711010932922364,0.04812849601304589,0.0001,0.0001,poly,"{'C': 0.0001, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
237,7.932165288925171,0.07894011100404087,2.038304328918457,0.061371249859483744,100,0.1,poly,"{'C': 100, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
77,7.658954620361328,0.07864992819956163,2.025824499130249,0.036797502121308036,0.001,0.1,poly,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
145,7.503777885437012,0.05325960668537535,1.9866355419158936,0.020351438086931732,0.1,0.5,poly,"{'C': 0.1, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
37,7.452999782562256,0.061424520820223975,1.9888012409210205,0.027694464107727183,0.0001,0.001,poly,"{'C': 0.0001, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
113,7.808353090286255,0.09792531549444879,2.0646379470825194,0.06370074781763169,0.01,0.5,poly,"{'C': 0.01, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
73,7.675642442703247,0.09242373269819151,2.0669827461242676,0.06970484937069177,0.001,0.01,poly,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
41,7.443094205856323,0.14875415113757898,1.9464130401611328,0.010427535131729962,0.0001,0.01,poly,"{'C': 0.0001, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
233,7.9743577003479,0.03843075527267632,2.062681531906128,0.05948890387539435,100,0.01,poly,"{'C': 100, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
141,7.541066884994507,0.08231079040210373,1.9885436058044434,0.0306223142512221,0.1,0.1,poly,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
45,7.428804922103882,0.07084513409595214,1.9677642822265624,0.037377347524296244,0.0001,0.1,poly,"{'C': 0.0001, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
137,7.529977655410766,0.0691043419205697,1.9811527729034424,0.020176326510799026,0.1,0.01,poly,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
125,7.520616054534912,0.040751761663494146,1.9763831615447998,0.024954252560857135,0.01,1.0,poly,"{'C': 0.01, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
217,7.55684642791748,0.03745361071267184,1.9935971736907958,0.053312769996538674,10,0.9,poly,"{'C': 10, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
49,7.396101474761963,0.044511910202565,1.9770741939544678,0.024245705204187916,0.0001,0.5,poly,"{'C': 0.0001, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
229,7.741565704345703,0.18476099745032235,1.9947446823120116,0.040272343626087864,100,0.001,poly,"{'C': 100, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
185,7.501006031036377,0.052308436700789315,1.984548282623291,0.05289610465109839,1,0.9,poly,"{'C': 1, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
133,7.487381792068481,0.0829158893994528,1.978156614303589,0.03453927169137711,0.1,0.001,poly,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
69,7.899673366546631,0.25144103764038755,2.009278583526611,0.09334194037818186,0.001,0.001,poly,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
225,7.527293109893799,0.06243912454426462,1.9867591381072998,0.034268725591535945,100,0.0001,poly,"{'C': 100, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
129,7.605086946487427,0.039765179984693894,2.0069738388061524,0.032991147852013465,0.1,0.0001,poly,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
57,7.806131982803345,0.09065265269319712,2.038990545272827,0.0356526505502101,0.0001,0.9,poly,"{'C': 0.0001, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
121,7.468785381317138,0.041822396540704854,1.9701769828796387,0.02910443755578488,0.01,0.9,poly,"{'C': 0.01, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
65,7.822729253768921,0.2571568026675594,2.041072702407837,0.05000894826767272,0.001,0.0001,poly,"{'C': 0.001, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
189,7.588382577896118,0.07704504105556537,2.001546859741211,0.042673568784831355,1,1.0,poly,"{'C': 1, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
61,8.227129125595093,0.06249970434778437,2.0715579986572266,0.06228167309785378,0.0001,1.0,poly,"{'C': 0.0001, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
193,7.526457977294922,0.039823579561340076,1.9800864696502685,0.02218129372110099,10,0.0001,poly,"{'C': 10, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
29,7.479996633529663,0.09676770786296642,1.9916398525238037,0.05048476802643646,1e-05,1.0,poly,"{'C': 1e-05, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
177,7.507668781280517,0.05514398063633515,1.998899507522583,0.03714761496031513,1,0.5,poly,"{'C': 1, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
173,7.528292989730835,0.026744636156493563,1.978067445755005,0.03848012304590575,1,0.1,poly,"{'C': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
1,7.456832790374756,0.07272941124589424,1.9788026809692383,0.032361597102163464,1e-05,0.0001,poly,"{'C': 1e-05, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
253,7.566254711151123,0.056114505235111405,1.960911464691162,0.022530940933769433,100,1.0,poly,"{'C': 100, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
165,7.511261034011841,0.02672799499717979,1.986896276473999,0.03557916414397501,1,0.001,poly,"{'C': 1, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
205,7.488650560379028,0.06760090806435123,1.9765235424041747,0.041616860084349255,10,0.1,poly,"{'C': 10, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
5,7.442192840576172,0.03831981563490835,1.9531999111175538,0.036998878910775065,1e-05,0.001,poly,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
93,7.474651908874511,0.04317346810321403,1.9719135284423828,0.03814561244607824,0.001,1.0,poly,"{'C': 0.001, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
161,7.513950824737549,0.044619244413548156,1.9872159481048584,0.04548209551825262,1,0.0001,poly,"{'C': 1, 'gamma': 0.0001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
101,7.550257539749145,0.10021921985068113,1.985839033126831,0.02243467636547941,0.01,0.001,poly,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
9,7.480993413925171,0.07737197461151428,1.9596491813659669,0.01959583232209506,1e-05,0.01,poly,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
249,7.522732305526733,0.030873655770904423,1.9835556030273438,0.034715932274916816,100,0.9,poly,"{'C': 100, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
201,7.548985767364502,0.09362449911912399,1.988956594467163,0.019640517615316076,10,0.01,poly,"{'C': 10, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
89,7.728615760803223,0.10796861106362106,2.041717195510864,0.036270066568652996,0.001,0.9,poly,"{'C': 0.001, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
13,7.407195520401001,0.11535306573476613,1.9800587177276612,0.04823005829100099,1e-05,0.1,poly,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
105,7.51725811958313,0.06327837211614981,1.9546408176422119,0.032969994754604985,0.01,0.01,poly,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
197,7.556682062149048,0.05871294803750172,1.9990910530090331,0.03692950974837339,10,0.001,poly,"{'C': 10, 'gamma': 0.001, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
221,7.542414045333862,0.027276431529217837,1.9939249992370605,0.05299943991168914,10,1.0,poly,"{'C': 10, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
169,7.520399761199951,0.011314140276910491,1.9744826793670653,0.04133640331556939,1,0.01,poly,"{'C': 1, 'gamma': 0.01, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
17,7.521885204315185,0.07846853310751434,1.9823845863342284,0.03292582822464883,1e-05,0.5,poly,"{'C': 1e-05, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
81,7.7629753112792965,0.07989720192158431,2.009915018081665,0.05228551189836746,0.001,0.5,poly,"{'C': 0.001, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
157,7.537357139587402,0.06414320238799708,1.9812497615814209,0.03600168437146577,0.1,1.0,poly,"{'C': 0.1, 'gamma': 1.0, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
241,7.475679874420166,0.047450022655500586,1.9882098197937013,0.017712837125491224,100,0.5,poly,"{'C': 100, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
25,7.570571565628052,0.032204980714213405,2.0123635292053224,0.05346203370644526,1e-05,0.9,poly,"{'C': 1e-05, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
109,7.502981233596802,0.07232546358301375,1.9732431888580322,0.0320223413076655,0.01,0.1,poly,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
209,7.566574573516846,0.05106019750501164,1.9693680286407471,0.032406961010452505,10,0.5,poly,"{'C': 10, 'gamma': 0.5, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
153,7.552790117263794,0.09029498725662352,2.0030137062072755,0.04384966249595788,0.1,0.9,poly,"{'C': 0.1, 'gamma': 0.9, 'kernel': 'poly'}",0.939,0.924,0.934,0.941,0.932,0.9339999999999999,0.005966573556070479,1
149,7.528715658187866,0.07273517317354512,1.9808621883392334,0.05781182138432281,0.1,0.7,poly,"{'C': 0.1, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
117,7.658679819107055,0.04745146547544428,2.0388722896575926,0.04283863186270973,0.01,0.7,poly,"{'C': 0.01, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
53,7.52812442779541,0.027429937041862307,1.987863254547119,0.023800742639513938,0.0001,0.7,poly,"{'C': 0.0001, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
85,8.043914794921875,0.12485057621712453,2.1213517665863035,0.09860851849491406,0.001,0.7,poly,"{'C': 0.001, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
181,7.608551740646362,0.05407947404859506,2.005034828186035,0.0423701774810691,1,0.7,poly,"{'C': 1, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
245,7.548346376419067,0.04973996318100359,1.982105302810669,0.040919913535649124,100,0.7,poly,"{'C': 100, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
21,7.5697794437408445,0.03864438151138789,2.0061862468719482,0.020041472724638333,1e-05,0.7,poly,"{'C': 1e-05, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
213,7.513312768936157,0.10944527846857773,1.9605739116668701,0.021654831783136888,10,0.7,poly,"{'C': 10, 'gamma': 0.7, 'kernel': 'poly'}",0.939,0.924,0.933,0.941,0.932,0.9338000000000001,0.0059799665550903805,57
0,5.337131690979004,0.06417285347801208,2.203960657119751,0.04938593368327639,1e-05,0.0001,linear,"{'C': 1e-05, 'gamma': 0.0001, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
4,5.30633773803711,0.04830577114752662,2.204003858566284,0.049165827022018126,1e-05,0.001,linear,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
8,5.490843343734741,0.10945870108417183,2.2194562911987306,0.05043382378592647,1e-05,0.01,linear,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
12,5.307007598876953,0.1118277848112743,2.176844263076782,0.030919902244557835,1e-05,0.1,linear,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
16,5.338279390335083,0.09214321874899711,2.1723207950592043,0.046215948720893796,1e-05,0.5,linear,"{'C': 1e-05, 'gamma': 0.5, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
20,5.425067281723022,0.08023347651568136,2.198859453201294,0.03428511474128128,1e-05,0.7,linear,"{'C': 1e-05, 'gamma': 0.7, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
24,5.443379926681518,0.06173920923287833,2.211957406997681,0.009625281171167711,1e-05,0.9,linear,"{'C': 1e-05, 'gamma': 0.9, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
28,5.463380336761475,0.041073700166968465,2.2211573123931885,0.06338704396353315,1e-05,1.0,linear,"{'C': 1e-05, 'gamma': 1.0, 'kernel': 'linear'}",0.897,0.9,0.899,0.901,0.904,0.9002000000000001,0.002315167380558047,65
188,5.371297407150268,0.06697331121157661,2.225753116607666,0.03314110321282203,1,1.0,linear,"{'C': 1, 'gamma': 1.0, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
100,5.707708311080933,0.2641000585404862,2.2264121055603026,0.02951038578960346,0.01,0.001,linear,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
164,5.358500862121582,0.08737543117238429,2.205702066421509,0.03676314459854936,1,0.001,linear,"{'C': 1, 'gamma': 0.001, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
160,5.367705583572388,0.02646069125208513,2.215032196044922,0.03700310301221441,1,0.0001,linear,"{'C': 1, 'gamma': 0.0001, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
104,5.372514486312866,0.046162929294642246,2.222909450531006,0.03730267115511183,0.01,0.01,linear,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
172,5.370596981048584,0.07986537073913665,2.2345033168792723,0.038785805688922884,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
200,5.41264705657959,0.09470893885025482,2.2223658084869387,0.03278908259728128,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
108,5.410644817352295,0.038009209837914594,2.1885916233062743,0.026734539357983873,0.01,0.1,linear,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
156,5.372481107711792,0.08347839165946037,2.2131080627441406,0.04032622628407874,0.1,1.0,linear,"{'C': 0.1, 'gamma': 1.0, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
152,5.369997978210449,0.07654236079208271,2.2091803550720215,0.033280378662931626,0.1,0.9,linear,"{'C': 0.1, 'gamma': 0.9, 'kernel': 'linear'}",0.898,0.9,0.899,0.897,0.904,0.8996000000000001,0.0024166091947189165,73
