,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
127,42.838914251327516,0.24509788737591082,5.7178679466247555,0.06838829409383002,0.01,1.0,sigmoid,"{'C': 0.01, 'gamma': 1.0, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
166,45.99645366668701,0.15170548682725704,6.17506742477417,0.021003024363710765,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
46,43.86597442626953,0.18997391792767465,6.050869369506836,0.025174591138048714,0.0001,0.1,rbf,"{'C': 0.0001, 'gamma': 0.1, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
47,42.141578340530394,0.622283590446738,5.621257781982422,0.02554552958633015,0.0001,0.1,sigmoid,"{'C': 0.0001, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
50,44.93287434577942,0.18897683819948857,6.2063172340393065,0.1345562295830913,0.0001,0.5,rbf,"{'C': 0.0001, 'gamma': 0.5, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
51,43.326171684265134,0.3671319288486786,5.764691019058228,0.10759437974023371,0.0001,0.5,sigmoid,"{'C': 0.0001, 'gamma': 0.5, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
54,44.89082922935486,0.10757366676942727,6.48438777923584,0.04925426342637436,0.0001,0.7,rbf,"{'C': 0.0001, 'gamma': 0.7, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
55,44.390357685089114,0.6656120687041005,5.8899096012115475,0.1901048484813479,0.0001,0.7,sigmoid,"{'C': 0.0001, 'gamma': 0.7, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
58,45.122820520401,0.2110419728542811,6.207404565811157,0.055607370985541166,0.0001,0.9,rbf,"{'C': 0.0001, 'gamma': 0.9, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
59,43.97825031280517,0.6898846034018027,6.178953504562378,0.1822517386890922,0.0001,0.9,sigmoid,"{'C': 0.0001, 'gamma': 0.9, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
62,46.53892707824707,0.1751835164023256,6.218634366989136,0.019736972462594985,0.0001,1.0,rbf,"{'C': 0.0001, 'gamma': 1.0, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
63,44.50847597122193,0.14481457370058548,5.84502944946289,0.22406554791040018,0.0001,1.0,sigmoid,"{'C': 0.0001, 'gamma': 1.0, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
66,46.21194424629211,0.10392567411095546,6.8310096740722654,0.07995635522620874,0.001,0.0001,rbf,"{'C': 0.001, 'gamma': 0.0001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
67,45.028899574279784,0.609836300086163,5.763175630569458,0.17128324051237465,0.001,0.0001,sigmoid,"{'C': 0.001, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
70,47.33150806427002,0.08444579853526471,6.3397345542907715,0.021369681247570084,0.001,0.001,rbf,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
71,44.20423274040222,0.14851000521860483,6.056254100799561,0.16317063127532538,0.001,0.001,sigmoid,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
74,48.30498585700989,0.21971526953028103,6.348930501937867,0.02960852282424228,0.001,0.01,rbf,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
75,44.41867060661316,0.31234783937019417,5.845013523101807,0.051933231169275,0.001,0.01,sigmoid,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
78,48.23507356643677,0.20599053379839635,6.549915838241577,0.1271032895825891,0.001,0.1,rbf,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
43,42.18967571258545,0.2295086645375195,5.653278636932373,0.046853513556333465,0.0001,0.01,sigmoid,"{'C': 0.0001, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
42,44.05896310806274,0.21471737971612026,6.03579888343811,0.07511593128749755,0.0001,0.01,rbf,"{'C': 0.0001, 'gamma': 0.01, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
39,42.19311213493347,0.5019190544841541,5.651865863800049,0.08942897940042716,0.0001,0.001,sigmoid,"{'C': 0.0001, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
38,44.60547189712524,0.14268067266721662,6.078799057006836,0.0562562458799377,0.0001,0.001,rbf,"{'C': 0.0001, 'gamma': 0.001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
2,44.22651906013489,0.09055627273081795,6.130036020278931,0.06492536149882817,1e-05,0.0001,rbf,"{'C': 1e-05, 'gamma': 0.0001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
3,42.51579308509827,0.2505533497698217,5.724337100982666,0.052849759141008645,1e-05,0.0001,sigmoid,"{'C': 1e-05, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
6,44.654874610900876,0.21496550087414087,6.082488584518432,0.034058050196802706,1e-05,0.001,rbf,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
7,42.83749933242798,0.23116171993914011,5.609833765029907,0.05477941261271414,1e-05,0.001,sigmoid,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
10,44.08608083724975,0.14194271585310947,6.024374151229859,0.07326968449441765,1e-05,0.01,rbf,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
11,42.13412380218506,0.16111211906954662,5.631725692749024,0.055130954682110274,1e-05,0.01,sigmoid,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
14,43.934477138519284,0.16281850056493818,6.019665622711182,0.07275618204575307,1e-05,0.1,rbf,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
15,42.36266574859619,0.6152632050941145,5.714253711700439,0.04817286303249053,1e-05,0.1,sigmoid,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
79,44.49509935379028,0.7830325557229483,5.924632215499878,0.07178027029734026,0.001,0.1,sigmoid,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
18,44.96978349685669,0.11277878838326041,6.140884447097778,0.05490689945507304,1e-05,0.5,rbf,"{'C': 1e-05, 'gamma': 0.5, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
22,45.13223819732666,0.04598297768083247,6.24661431312561,0.04239505096349592,1e-05,0.7,rbf,"{'C': 1e-05, 'gamma': 0.7, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
23,43.26409554481506,0.21326726702187432,5.758933067321777,0.0612509431546815,1e-05,0.7,sigmoid,"{'C': 1e-05, 'gamma': 0.7, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
26,44.941145992279054,0.11253294708562815,6.142065048217773,0.07144633572969106,1e-05,0.9,rbf,"{'C': 1e-05, 'gamma': 0.9, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
27,43.32688121795654,0.15911012006042807,5.7021231174469,0.05353489923801226,1e-05,0.9,sigmoid,"{'C': 1e-05, 'gamma': 0.9, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
30,44.777951908111575,0.1246659294558323,6.110956335067749,0.060711313630537465,1e-05,1.0,rbf,"{'C': 1e-05, 'gamma': 1.0, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
31,42.74857869148254,0.1775033237642734,5.6960385799407955,0.10288109502477938,1e-05,1.0,sigmoid,"{'C': 1e-05, 'gamma': 1.0, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
34,43.52628598213196,0.12031487232366327,6.09674301147461,0.07699121774451279,0.0001,0.0001,rbf,"{'C': 0.0001, 'gamma': 0.0001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
35,42.48180742263794,0.4039915026887134,5.718216037750244,0.07477031842201792,0.0001,0.0001,sigmoid,"{'C': 0.0001, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
19,43.083385133743285,0.13070405403341104,5.721661996841431,0.04799014967480742,1e-05,0.5,sigmoid,"{'C': 1e-05, 'gamma': 0.5, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
167,42.802721643447875,0.0880538832201499,5.713330078125,0.03824275003466785,1,0.001,sigmoid,"{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
82,47.16771178245544,0.19987564043309647,6.348276090621948,0.04912753460341127,0.001,0.5,rbf,"{'C': 0.001, 'gamma': 0.5, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
86,48.22714400291443,0.11707299539418879,6.169878673553467,0.07179747180079109,0.001,0.7,rbf,"{'C': 0.001, 'gamma': 0.7, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
254,45.7981602191925,0.13367900788399878,6.022673177719116,0.26792288208302295,100,1.0,rbf,"{'C': 100, 'gamma': 1.0, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
130,45.494553089141846,0.14711238191797554,6.188425350189209,0.016347016152436836,0.1,0.0001,rbf,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
131,42.77546677589417,0.24048840404299776,5.745790433883667,0.04503482197678256,0.1,0.0001,sigmoid,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
134,45.98684725761414,0.1446807029359744,6.170610761642456,0.061293196702158145,0.1,0.001,rbf,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
135,42.759298181533815,0.1341661025647141,5.741741800308228,0.05997189211094693,0.1,0.001,sigmoid,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
138,46.01621565818787,0.2102589731031616,6.164932060241699,0.0533290618494245,0.1,0.01,rbf,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
139,42.66910328865051,0.15192479255713354,5.724615812301636,0.0668935792323737,0.1,0.01,sigmoid,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
142,45.90309038162231,0.045801423983963994,6.18253173828125,0.056637745211073905,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
126,45.92802147865295,0.07611769099960011,6.2101836681365965,0.02594384453199559,0.01,1.0,rbf,"{'C': 0.01, 'gamma': 1.0, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
143,42.57947874069214,0.08246771138339415,5.685823392868042,0.06287012836045339,0.1,0.1,sigmoid,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
147,42.68346719741821,0.1262136423594446,5.731329393386841,0.05228707175822145,0.1,0.5,sigmoid,"{'C': 0.1, 'gamma': 0.5, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
150,45.76043539047241,0.1211492687750011,6.202652168273926,0.03209697167907902,0.1,0.7,rbf,"{'C': 0.1, 'gamma': 0.7, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
151,42.75056371688843,0.16978034420154078,5.693510675430298,0.057419614234290844,0.1,0.7,sigmoid,"{'C': 0.1, 'gamma': 0.7, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
154,45.90281167030334,0.21504250203089978,6.209087276458741,0.04479635813600049,0.1,0.9,rbf,"{'C': 0.1, 'gamma': 0.9, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
155,42.588051557540894,0.16913337248650082,5.6988640308380125,0.04668918807990811,0.1,0.9,sigmoid,"{'C': 0.1, 'gamma': 0.9, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
158,45.8615168094635,0.20026479435924732,6.157488203048706,0.05721357849389598,0.1,1.0,rbf,"{'C': 0.1, 'gamma': 1.0, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
159,42.92948088645935,0.2935852711536429,5.688650321960449,0.04494024433179604,0.1,1.0,sigmoid,"{'C': 0.1, 'gamma': 1.0, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
162,45.721434926986696,0.03736886301550743,6.159097385406494,0.044505129620886034,1,0.0001,rbf,"{'C': 1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
146,46.153344345092776,0.13844224370386973,6.216587734222412,0.03571054552102401,0.1,0.5,rbf,"{'C': 0.1, 'gamma': 0.5, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
83,44.42390856742859,0.636633688114057,6.069774341583252,0.10921549591752362,0.001,0.5,sigmoid,"{'C': 0.001, 'gamma': 0.5, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
123,42.73194375038147,0.1894892277618534,5.681315803527832,0.05103906729975827,0.01,0.9,sigmoid,"{'C': 0.01, 'gamma': 0.9, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
119,42.91308255195618,0.20851328984161016,5.731165170669556,0.07587452515177615,0.01,0.7,sigmoid,"{'C': 0.01, 'gamma': 0.7, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
87,44.08451328277588,0.18434359725664626,5.777084684371948,0.09377080295095368,0.001,0.7,sigmoid,"{'C': 0.001, 'gamma': 0.7, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
90,46.38427033424377,0.19530786319484597,6.174155902862549,0.04299007403020175,0.001,0.9,rbf,"{'C': 0.001, 'gamma': 0.9, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
91,42.82561440467835,0.3549399776854466,5.7300409317016605,0.045834069311890775,0.001,0.9,sigmoid,"{'C': 0.001, 'gamma': 0.9, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
94,46.052277135848996,0.16793571920034153,6.644869136810303,0.07215135210277239,0.001,1.0,rbf,"{'C': 0.001, 'gamma': 1.0, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
95,45.58706049919128,1.7210517999752433,6.241698598861694,0.14007929370102737,0.001,1.0,sigmoid,"{'C': 0.001, 'gamma': 1.0, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
98,50.5575110912323,0.16460602770716312,6.820175075531006,0.03302723593095928,0.01,0.0001,rbf,"{'C': 0.01, 'gamma': 0.0001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
99,45.722629928588866,1.553030956957817,5.8574193000793455,0.2592747354544187,0.01,0.0001,sigmoid,"{'C': 0.01, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
102,46.10744705200195,0.0745060742540641,6.215591955184936,0.03619981689975227,0.01,0.001,rbf,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
122,46.064800310134885,0.1935787836515958,6.185289430618286,0.047742212565898674,0.01,0.9,rbf,"{'C': 0.01, 'gamma': 0.9, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
103,42.74686779975891,0.2635667029795352,5.747726964950561,0.07099415977817625,0.01,0.001,sigmoid,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
107,42.69421129226684,0.20748016442856052,5.70907506942749,0.05947323415353308,0.01,0.01,sigmoid,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
110,46.176933431625365,0.215702633295675,6.2910925388336185,0.04188756287729314,0.01,0.1,rbf,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
111,43.52080588340759,0.3482339211297864,5.817824840545654,0.14063448401277218,0.01,0.1,sigmoid,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
114,46.43244743347168,0.11941161640004255,6.246790027618408,0.0767250699024481,0.01,0.5,rbf,"{'C': 0.01, 'gamma': 0.5, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
115,43.632444095611575,0.23390235546951388,5.76877498626709,0.03176237280215894,0.01,0.5,sigmoid,"{'C': 0.01, 'gamma': 0.5, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
118,46.562138891220094,0.15334427065897474,6.174232435226441,0.04288396228479022,0.01,0.7,rbf,"{'C': 0.01, 'gamma': 0.7, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
106,45.9776969909668,0.13150702676200235,6.167880249023438,0.056876289576246825,0.01,0.01,rbf,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
255,33.56645140647888,6.671796633778868,3.8232984066009523,0.7324534028861126,100,1.0,sigmoid,"{'C': 100, 'gamma': 1.0, 'kernel': 'sigmoid'}",0.112,0.111,0.111,0.112,0.112,0.1116,0.000489897948556636,129
163,42.8407585144043,0.17183366196928143,5.704261255264282,0.05745889661942953,1,0.0001,sigmoid,"{'C': 1, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.112,0.111,0.11,0.112,0.112,0.11140000000000001,0.0008000000000000007,254
195,42.86688146591187,0.18785901189159374,5.73128023147583,0.05290637510456536,10,0.0001,sigmoid,"{'C': 10, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.112,0.11,0.11,0.111,0.111,0.11080000000000001,0.0007483314773547889,255
227,44.658561038970944,0.969694237583631,5.785176467895508,0.07312157887829147,100,0.0001,sigmoid,"{'C': 100, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.111,0.11,0.11,0.111,0.109,0.1102,0.0007483314773547889,256
